2000,2,2
943,1,-1.0413,-5.0397
944,1,5.8971,-1.6848
945,1,4.8858,2.7002
946,1,4.4493,-4.5022
947,1,-1.6997,-4.4714
948,1,-1.45,-3.7909
949,1,3.6691,-1.142
950,1,4.1881,-1.7282
951,1,-4.5629,-2.3557
952,1,-3.4681,-3.9837
953,1,-1.1478,-3.816
954,1,3.648,0.85135
955,1,2.3002,3.2431
956,1,3.6501,3.8828
957,1,4.7958,1.7833
958,1,4.9978,2.4295
959,1,3.2436,-2.0526
960,1,0.45591,-4.8658
961,1,4.3621,3.4776
962,1,-3.9421,-2.948
963,1,4.3249,-3.4409
964,1,2.4443,-4.3137
965,1,3.5548,3.1147
966,1,5.8758,3.2889
967,1,2.6423,4.9779
968,1,6.3383,-0.33946
969,1,-1.3222,-4.7235
970,1,-3.434,-3.0723
971,1,2.6626,5.9892
972,1,4.234,2.9737
973,1,-0.26791,-5.7696
974,1,3.1207,-3.0054
975,1,5.1501,0.94301
976,1,-3.2209,-4.0233
977,1,3.9789,-2.0828
978,1,2.8181,-4.8761
979,1,4.0784,-0.46962
980,1,2.159,3.9223
981,1,-4.0138,-2.9195
982,1,-3.9888,-3.5481
983,1,-5.2387,-1.9234
984,1,3.9027,0.53919
985,1,4.9852,-0.36636
986,1,0.46771,-4.272
987,1,2.3028,4.1933
988,1,2.7451,-5.5253
989,1,5.5242,0.42387
990,1,4.3638,-4.246
991,1,3.8797,3.375
992,1,3.8502,2.8646
993,1,2.9227,-4.279
994,1,4.9188,-1.4403
995,1,5.5212,0.14755
996,1,4.3673,-2.3291
997,1,4.0319,-1.9187
998,1,-3.1056,-3.9309
999,1,4.2751,-1.6014
1000,2,-7.5441,-4.3805
1001,2,-3.4336,1.8019
1002,2,-3.5292,1.6332
1003,2,-2.9349,0.10985
1004,2,-8.4771,-2.3147
1005,2,-7.2308,-2.9411
1006,2,-6.0504,-8.1235
1007,2,-7.358,-7.5631
1008,2,-8.8064,-5.7005
1009,2,-9.141,-1.8247
1010,2,-7.7117,-6.3801
1011,2,-7.3171,-1.553
1012,2,-6.5014,0.52147
1013,2,-2.6534,1.048
1014,2,-8.3603,-4.7783
1015,2,-7.2405,-0.23208
1016,2,1.8679,-1.4318
1017,2,-8.9321,-2.5904
1018,2,-6.0302,-8.3875
1019,2,-7.022,-0.60269
1020,2,-8.7054,-1.8959
1021,2,-8.568,-3.439
1022,2,0.55019,-1.0301
1023,2,-2.0272,0.78081
1024,2,-6.6839,-7.4917
1025,2,-8.1088,-4.5821
1026,2,-6.8408,-6.7128
1027,2,-3.9105,0.80634
1028,2,-8.0264,-7.2914
1029,2,-7.8677,-6.113
1030,2,-8.4003,-5.0611
1031,2,-5.5398,-0.20194
1032,2,-7.797,-0.54844
1033,2,-7.5537,-7.2807
1034,2,-8.6751,-1.7431
1035,2,-0.014824,-0.77685
1036,2,-3.7129,1.0904
1037,2,-1.6758,-0.51575
1038,2,-8.9489,-5.6858
1039,2,-0.25411,-0.89392
1040,2,-5.1944,-0.57352
1041,2,-7.6874,-3.5734
1042,2,-8.2892,-0.35085
1043,2,-1.8911,2.3469
1044,2,0.79692,-0.058929
1045,2,-0.70872,0.41119
1046,2,-4.1505,0.51518
1047,2,-5.8582,-9.0841
1048,2,-8.5197,-3.6696
1049,2,-1.4223,1.7337
1050,2,-7.5451,-5.6401
1051,2,-5.9782,0.38024
1052,2,-8.9566,-5.0924
1053,2,-4.7849,0.51285
1054,2,-6.6003,-0.63582
1055,2,-6.5727,-8.5473
1056,2,-8.7968,-2.4084
1057,2,-7.7006,-7.6919
1058,2,-4.8588,1.5399
1059,2,-4.831,0.68442
1060,2,-9.1434,-2.9655
1061,2,-5.2943,-8.1032
1062,2,-6.6747,0.1958
1063,2,-4.7207,2.1556
1064,2,-9.0748,-1.7237
1065,2,-8.7613,-5.2112
1066,2,-5.8756,-0.22558
1067,2,-1.9474,0.98927
1068,2,-5.1491,1.2132
1069,2,-0.90576,0.27565
1070,2,-5.8328,0.24633
1071,2,-9.1517,-2.9
1072,2,-7.6016,0.99304
1073,2,-8.3894,-5.7625
1074,2,-4.1758,0.78386
1075,2,-8.2226,-3.36
1076,2,-6.5871,-6.8164
1077,2,-8.286,-4.4938
1078,2,-1.9101,-0.35519
1079,2,-9.3076,-2.157
1080,2,-4.6563,2.0699
1081,2,-6.8422,-0.24523
1082,2,-5.6396,1.6226
1083,2,-6.0112,-8.5206
1084,2,-0.71222,0.04567
1085,2,-6.6259,-2.9255
1086,2,-7.5815,-0.74725
1087,2,0.40553,0.33734
1088,2,-7.6924,-0.32332
1089,2,-4.3979,1.7041
1090,2,-8.2885,-5.4963
1091,2,0.62511,-0.62241
1092,2,-8.8213,-1.8742
1093,2,-8.7377,-2.5677
1094,2,0.021335,-0.31844
1095,2,-8.5955,-6.5381
1096,2,-7.4447,-4.9979
1097,2,-7.942,-5.1686
1098,2,-7.2068,-7.7067
1099,2,-9.4251,-1.9007
1100,2,-5.8456,-8.5446
1101,2,-8.5097,-4.4591
1102,2,0.21818,-0.43824
1103,2,1.2707,-1.5146
1104,2,-8.5767,-6.9006
1105,2,-3.9672,1.2802
1106,2,-3.0516,1.0159
1107,2,-0.70254,0.64931
1108,2,-2.0445,1.4081
1109,2,-5.5071,0.95362
1110,2,-8.1301,-4.8234
1111,2,-8.4942,-5.1323
1112,2,-5.9899,-8.2174
1113,2,-9.0288,-3.5702
1114,2,-5.5383,1.4321
1115,2,-6.5379,-0.10561
1116,2,-9.0825,-3.9124
1117,2,-6.3574,-5.7585
1118,2,-0.82671,0.63942
1119,2,-2.3638,0.60618
1120,2,-3.3634,2.3292
1121,2,-4.7926,0.6742
1122,2,-6.3252,-6.4892
1123,2,-9.0642,-3.0578
1124,2,0.1437,-2.0597
1125,2,-8.0304,-0.90131
1126,2,-6.8056,-0.18555
1127,2,-6.4915,1.8632
1128,2,-7.0394,-8.154
1129,2,-6.3352,-7.6394
1130,2,-7.1185,-1.978
1131,2,-8.3708,-0.58539
1132,2,-3.5695,0.86822
1133,2,-8.0879,-4.6118
1134,2,-2.0624,0.86723
1135,2,-7.717,-1.2477
1136,2,-8.8007,-3.5931
1137,2,-7.051,0.28444
1138,2,-8.4645,-3.7799
1139,2,-7.3908,-1.9138
1140,2,-7.8312,-5.4239
1141,2,-8.9305,-4.6772
1142,2,-5.8129,-7.8984
1143,2,-8.5818,-3.9616
1144,2,-8.3711,-1.4465
1145,2,-8.0296,-2.7381
1146,2,-7.845,-0.98333
1147,2,-6.9692,-8.1588
1148,2,-6.3098,1.2105
1149,2,-9.3412,-3.6612
1150,2,-4.5187,0.72922
1151,2,-8.5316,-5.1659
1152,2,-1.9467,0.15307
1153,2,-0.86668,1.327
1154,2,-3.3209,0.94661
1155,2,-3.7058,1.8036
1156,2,-2.0337,0.5821
1157,2,-2.7163,1.7727
1158,2,-5.0034,-8.0848
1159,2,-8.5475,-1.9371
1160,2,-6.526,0.66313
1161,2,-2.2341,0.90739
1162,2,-7.8555,-7.8375
1163,2,-8.2621,-3.774
1164,2,-9.5916,-3.3454
1165,2,-0.2503,0.73534
1166,2,-8.0567,0.77094
1167,2,-9.1021,-5.3641
1168,2,1.0993,-1.232
1169,2,-8.2572,-6.7556
1170,2,-6.9067,-7.0678
1171,2,-0.23446,-0.14431
1172,2,1.2722,0.13065
1173,2,0.066645,-0.59474
1174,2,-5.1604,-0.6606
1175,2,-7.7189,-7.4995
1176,2,-4.4106,0.51569
1177,2,-5.4334,1.9939
1178,2,0.33453,-1.7577
1179,2,-9.169,-2.4909
1180,2,-7.1677,-0.48206
1181,2,-9.3115,-3.7654
1182,2,-1.3515,-0.47198
1183,2,-6.666,-8.1626
1184,2,-6.1568,0.74726
1185,2,1.3384,0.26964
1186,2,-5.363,1.3703
1187,2,-8.059,-8.2393
1188,2,-7.1078,-8.7744
1189,2,0.25005,-2.0715
1190,2,-6.6962,-8.1984
1191,2,-7.0704,-8.0137
1192,2,-7.5111,-1.9213
1193,2,-7.2309,0.021736
1194,2,-6.0816,1.8072
1195,2,-4.6984,0.56412
1196,2,-1.7132,-0.016048
1197,2,-9.0204,-6.4345
1198,2,-7.1388,0.68113
1199,2,-7.6164,-6.7908
1200,2,-7.1857,-3.2774
1201,2,-7.1653,-0.78503
1202,2,-7.9396,-2.7377
1203,2,-2.4294,2.3192
1204,2,-7.6641,-1.381
1205,2,-8.1205,-6.502
1206,2,-7.4822,-8.2091
1207,2,-7.3118,-8.6499
1208,2,1.5295,-0.31055
1209,2,-7.0882,-7.5475
1210,2,-7.7724,-0.69519
1211,2,1.9038,0.19808
1212,2,-1.0372,1.9992
1213,2,-3.3612,1.7024
1214,2,-1.1716,0.99168
1215,2,-8.2977,-4.6695
1216,2,-7.4662,-7.2151
1217,2,-7.296,-6.6124
1218,2,-8.2802,-3.2422
1219,2,-9.061,-5.0095
1220,2,0.22485,0.45599
1221,2,-7.9853,0.84078
1222,2,1.3107,0.21521
1223,2,-7.5876,-5.8101
1224,2,-4.5197,2.0445
1225,2,-7.9002,-6.8176
1226,2,-8.763,-5.1745
1227,2,-4.2134,0.85045
1228,2,-1.0838,0.47816
1229,2,-5.0991,0.31331
1230,2,-6.8004,0.58926
1231,2,-7.0262,0.066162
1232,2,-6.0126,1.3556
1233,2,-9.4446,-4.6397
1234,2,1.4884,-0.68791
1235,2,-4.7084,2.2116
1236,2,-2.8752,0.98452
1237,2,-6.037,0.87626
1238,2,-5.3082,0.7047
1239,2,1.3683,-1.8627
1240,2,-8.2142,-4.209
1241,2,-8.6068,-3.7161
1242,2,-8.4393,-7.0943
1243,2,-5.7034,-0.14696
1244,2,-8.78,-2.0075
1245,2,-8.8294,-3.4293
1246,2,-5.4508,0.88274
1247,2,-3.8168,0.6643
1248,2,-8.9279,-2.2905
1249,2,1.0133,-3.4995
1250,2,-7.5788,-6.7124
1251,2,-8.7777,-2.9435
1252,2,-1.0675,0.67236
1253,2,-6.5813,-8.1901
1254,2,-6.536,1.2694
1255,2,-7.2481,-8.5409
1256,2,-6.3262,-8.6067
1257,2,-4.0501,-0.22485
1258,2,-6.6942,-0.87288
1259,2,0.1201,-2.7053
1260,2,-1.3381,2.1817
1261,2,-4.0411,2.0324
1262,2,-7.757,-4.1258
1263,2,-3.769,1.698
1264,2,-8.0368,-1.1413
1265,2,-4.6947,0.36687
1266,2,-9.0081,-4.6548
1267,2,-5.8299,-8.9495
1268,2,-7.1544,0.11369
1269,2,-0.55529,-0.32636
1270,2,0.69268,0.32965
1271,2,-4.2965,0.70579
1272,2,-3.7837,1.6937
1273,2,-6.91,-6.7828
1274,2,-7.0871,0.50111
1275,2,-7.329,-0.5635
1276,2,0.27442,-1.306
1277,2,-2.9982,1.1906
1278,2,-8.5668,-5.4883
1279,2,-7.8388,-0.50913
1280,2,-7.5117,-8.1628
1281,2,-7.9715,-1.135
1282,2,-5.4514,-0.12922
1283,2,-6.4319,-7.7936
1284,2,-8.0389,-2.2894
1285,2,-6.1039,-8.047
1286,2,-7.7322,-5.2923
1287,2,-0.87983,0.8822
1288,2,-3.0684,1.4558
1289,2,-1.289,0.6426
1290,2,-4.4975,0.082247
1291,2,-6.9334,-0.33007
1292,2,-8.7065,-5.7706
1293,2,-8.0605,-6.8911
1294,2,-9.2323,-0.0151
1295,2,-7.3022,-0.7439
1296,2,-4.3492,2.3243
1297,2,-8.2834,-3.2945
1298,2,-8.0621,-1.9498
1299,2,-7.3691,-4.426
1300,2,-7.1577,-6.0611
1301,2,0.64332,-1.5996
1302,2,-9.2659,-2.1579
1303,2,-2.4792,0.22229
1304,2,-7.1144,-7.0957
1305,2,-7.1773,-6.2963
1306,2,-8.6884,-7.3048
1307,2,0.55712,-1.2799
1308,2,-7.3901,-0.29138
1309,2,-3.901,1.7539
1310,2,1.99,-0.25778
1311,2,-2.4815,0.98657
1312,2,1.4426,0.0014025
1313,2,-2.7304,1.9434
1314,2,-7.8108,-6.542
1315,2,-9.0109,-5.8799
1316,2,1.1597,-0.90352
1317,2,-8.061,-6.8065
1318,2,-6.8346,-7.5363
1319,2,0.06783,-0.93759
1320,2,-3.7443,1.9921
1321,2,-8.0717,-3.7547
1322,2,0.16861,-0.13991
1323,2,-3.2805,-0.63004
1324,2,-4.8896,1.1874
1325,2,-7.6629,-5.9218
1326,2,-6.8579,-0.96131
1327,2,-1.2159,-0.59754
1328,2,-1.8948,-0.10994
1329,2,-6.6665,1.7742
1330,2,-0.70522,0.68966
1331,2,-7.6504,-8.3083
1332,2,-0.23028,-0.78283
1333,2,-2.058,1.0254
1334,2,1.5641,-0.52627
1335,2,-6.4084,-6.5094
1336,2,-8.8663,-5.8872
1337,2,-1.1325,1.2239
1338,2,-4.413,2.5628
1339,2,-9.0759,-2.1169
1340,2,-8.3438,-2.16
1341,2,0.10896,-1.7914
1342,2,-2.8136,0.42882
1343,2,-1.5387,-0.30509
1344,2,-8.037,-5.6712
1345,2,-9.6687,-1.2093
1346,2,-0.92567,1.8128
1347,2,-9.0363,-2.8901
1348,2,-1.3315,-0.15689
1349,2,0.035783,-2.2663
1350,2,-7.711,-0.23963
1351,2,-4.684,1.4376
1352,2,-5.6815,0.76812
1353,2,-4.4588,1.4045
1354,2,-7.6044,-1.898
1355,2,-4.0389,1.1382
1356,2,-0.13267,-1.5287
1357,2,-7.7491,-7.1632
1358,2,-7.2623,0.42698
1359,2,-1.3109,0.22603
1360,2,-7.9163,-7.129
1361,2,-0.76315,-1.0883
1362,2,-8.1941,-1.8579
1363,2,-1.1314,1.9602
1364,2,-5.4318,-7.9309
1365,2,-7.5391,-7.7205
1366,2,-7.1245,-0.53075
1367,2,-1.694,0.73306
1368,2,-9.4577,-3.6841
1369,2,-8.4967,-5.2435
1370,2,-7.383,0.51154
1371,2,-9.194,-5.9898
1372,2,-8.2199,-6.0861
1373,2,-7.9619,-0.33399
1374,2,-8.6149,-4.9818
1375,2,-6.7753,0.94759
1376,2,-8.0175,-5.3046
1377,2,-7.5208,-7.4942
1378,2,-6.1152,-8.039
1379,2,-1.1098,0.72893
1380,2,-7.7391,-2.8625
1381,2,-7.913,-4.6404
1382,2,-2.0043,0.27514
1383,2,-6.814,0.96572
1384,2,-3.2447,1.954
1385,2,-8.6029,1.4404
1386,2,-8.2918,-3.3064
1387,2,-3.2429,2.0736
1388,2,-9.2795,-6.5748
1389,2,-7.6298,-0.46105
1390,2,-7.353,-7.1387
1391,2,-7.5257,0.7256
1392,2,-5.0085,1.66
1393,2,-9.3706,-3.4538
1394,2,-8.3088,-5.3407
1395,2,-6.1564,-6.7151
1396,2,0.0081166,0.17911
1397,2,-9.0577,-4.8771
1398,2,-0.40644,1.3144
1399,2,-7.6208,-7.9692
1400,2,-0.54886,-0.60797
1401,2,-6.795,-0.57323
1402,2,-7.4847,-6.0526
1403,2,-8.3038,-1.8129
1404,2,-3.2086,0.6527
1405,2,-4.7339,0.42069
1406,2,-7.0354,-0.94226
1407,2,-6.9013,-8.2903
1408,2,-2.8305,1.173
1409,2,-7.5326,-3.4103
1410,2,1.34,-2.2462
1411,2,-8.9808,-4.835
1412,2,-0.94354,0.25929
1413,2,-7.2949,-1.2392
1414,2,-8.5817,-0.73268
1415,2,-1.7403,1.8771
1416,2,-5.7297,-0.59571
1417,2,-7.0542,-7.2863
1418,2,-5.0567,1.9258
1419,2,1.8603,-1.1565
1420,2,-7.6955,-3.1156
1421,2,-1.2529,0.37046
1422,2,-8.0749,-2.5124
1423,2,-3.7735,1.083
1424,2,-8.1124,-2.7389
1425,2,1.3955,-0.099039
1426,2,-3.2861,0.063961
1427,2,-7.8053,-2.2456
1428,2,-6.839,-7.7843
1429,2,-6.4298,-0.60268
1430,2,-2.0193,2.1936
1431,2,-0.53565,-0.30175
1432,2,-7.824,-1.5962
1433,2,0.39384,-1.7619
1434,2,-6.4341,-7.5374
1435,2,-7.5699,0.81161
1436,2,-8.9091,-6.9017
1437,2,-7.4012,-6.746
1438,2,-9.5317,-2.7593
1439,2,-5.0564,1.1503
1440,2,-8.3251,-5.9824
1441,2,-8.5683,-1.5133
1442,2,-7.9011,-4.0557
1443,2,-8.2448,-1.5319
1444,2,-8.6463,-6.1203
1445,2,-6.4784,-7.9909
1446,2,-8.0173,-0.26904
1447,2,-1.6228,-0.21501
1448,2,-4.8714,1.4364
1449,2,1.5284,-0.38527
1450,2,0.39046,-2.1601
1451,2,-7.2379,-5.5128
1452,2,-3.0777,2.1019
1453,2,-8.8844,-4.8873
1454,2,-8.3779,-6.1019
1455,2,-2.2674,0.66168
1456,2,-6.8649,-0.22733
1457,2,-7.2547,-6.3326
1458,2,-8.4094,-1.4311
1459,2,-1.8423,0.55308
1460,2,-6.9514,-10.693
1461,2,-7.5687,-1.0261
1462,2,-8.5471,-6.5637
1463,2,-8.2327,-6.3821
1464,2,-9.2473,-0.19151
1465,2,-6.7808,0.88089
1466,2,-3.805,1.0445
1467,2,-8.216,-6.0854
1468,2,-4.8178,-8.6688
1469,2,-7.4479,-0.7878
1470,2,-1.7965,0.55314
1471,2,-7.7721,-0.80975
1472,2,-2.1649,0.55994
1473,2,-4.2356,-0.21184
1474,2,-1.6111,2.3974
1475,2,-7.5221,-5.5174
1476,2,-6.0503,0.48745
1477,2,-6.9248,0.66885
1478,2,-9.6837,-3.7478
1479,2,-0.35406,-0.25583
1480,2,-6.5625,-7.4087
1481,2,-8.3567,-4.6607
1482,2,-9.7757,-2.2626
1483,2,-9.5338,-0.93216
1484,2,-2.2055,1.9786
1485,2,-8.3393,-7.0488
1486,2,-6.1478,-0.21201
1487,2,-6.3707,1.1012
1488,2,-9.0374,-4.6851
1489,2,-8.3741,-3.715
1490,2,-5.9304,-7.7834
1491,2,-7.6555,-1.7983
1492,2,-0.95164,0.011992
1493,2,-0.20189,-0.66293
1494,2,-0.88107,0.43344
1495,2,0.096654,-1.5328
1496,2,-4.0828,1.0956
1497,2,-8.9357,-4.3696
1498,2,-4.839,1.5007
1499,2,0.078681,-0.89151
1500,2,-0.23778,-1.2532
1501,2,-8.2501,-2.7307
1502,2,-7.6741,-5.8535
1503,2,0.1482,-0.62336
1504,2,-5.7874,1.5506
1505,2,-5.3016,-0.62709
1506,2,-2.6575,0.67301
1507,2,-8.5667,-3.1082
1508,2,-7.8868,-5.299
1509,2,-9.4688,-3.1393
1510,2,-7.6482,-7.6863
1511,2,-9.3875,-3.1235
1512,2,-9.168,-1.3229
1513,2,-5.4538,-6.9976
1514,2,0.38058,0.62041
1515,2,-1.1087,-1.497
1516,2,-6.203,-6.9822
1517,2,-6.0728,1.3331
1518,2,-8.3932,-3.9985
1519,2,-5.7774,1.0891
1520,2,-5.9721,-7.3816
1521,2,-9.6625,-6.0134
1522,2,-2.5317,0.89536
1523,2,-6.1955,0.49125
1524,2,-5.975,1.4032
1525,2,-8.7829,-4.9747
1526,2,1.1691,-0.88447
1527,2,-10.051,-5.8143
1528,2,-0.0014563,-1.1198
1529,2,0.97559,-0.56055
1530,2,-5.369,-0.47584
1531,2,-7.2621,-4.6475
1532,2,-8.974,-6.1972
1533,2,-6.2015,-6.1227
1534,2,-1.5582,1.2707
1535,2,-8.5397,-6.9142
1536,2,-4.0039,0.76864
1537,2,0.10189,-0.31679
1538,2,-7.4121,-7.3209
1539,2,0.43444,-0.14715
1540,2,-2.6035,0.98233
1541,2,0.51504,-1.3861
1542,2,-0.80041,0.2573
1543,2,-8.0424,-3.9967
1544,2,0.51976,-1.4757
1545,2,-8.1502,-4.5407
1546,2,-3.4915,0.58854
1547,2,-6.3116,1.3397
1548,2,-7.9967,-3.1752
1549,2,-7.0686,-7.4899
1550,2,-3.6555,0.58237
1551,2,-6.6151,-9.0537
1552,2,-9.0811,-4.5209
1553,2,-1.0245,-0.52587
1554,2,-0.63374,1.2526
1555,2,-2.0707,-0.11064
1556,2,-0.45374,-0.18803
1557,2,-6.9101,-6.773
1558,2,-0.2148,-0.93637
1559,2,-6.5389,-6.7473
1560,2,0.23116,1.7874
1561,2,-4.3016,0.43716
1562,2,-2.7747,1.2362
1563,2,-8.1908,-1.2335
1564,2,-7.2712,-1.7991
1565,2,-3.4385,1.9589
1566,2,-9.1043,-4.4187
1567,2,0.51215,-2.0202
1568,2,-1.9186,2.3542
1569,2,-5.7014,-8.4085
1570,2,-8.8548,-6.2975
1571,2,0.10393,-2.4384
1572,2,-6.0924,-8.9376
1573,2,-5.2649,0.76801
1574,2,-7.6681,-0.1746
1575,2,-7.7382,-2.8938
1576,2,-7.0976,-0.51512
1577,2,-5.1117,-8.5409
1578,2,-7.0976,-0.80368
1579,2,-8.5555,-2.163
1580,2,-4.3133,1.7067
1581,2,-5.6226,-8.4304
1582,2,-8.6793,-6.478
1583,2,-0.35116,0.17317
1584,2,-8.7055,-2.575
1585,2,-8.7157,-6.8795
1586,2,-8.6718,-2.0953
1587,2,-7.807,-5.6076
1588,2,-9.8241,-3.834
1589,2,-0.048206,0.66055
1590,2,-10.12,-3.2108
1591,2,-8.453,-7.439
1592,2,-3.9769,2.1711
1593,2,-7.1765,0.33645
1594,2,-2.1612,0.51886
1595,2,-8.8599,-4.6924
1596,2,-4.3953,0.95768
1597,2,-6.285,-6.5687
1598,2,-9.3631,-2.0044
1599,2,-5.2227,1.2906
1600,2,-2.02,0.47681
1601,2,0.69731,-0.43602
1602,2,-7.8249,0.40403
1603,2,-3.678,0.61505
1604,2,-9.3861,-0.8469
1605,2,1.0083,-0.9294
1606,2,-7.7804,-8.287
1607,2,-1.1579,0.7506
1608,2,-9.6292,-4.6666
1609,2,0.41176,0.1958
1610,2,-7.3395,-0.65141
1611,2,-8.6636,-5.5744
1612,2,-8.3882,-1.7063
1613,2,-9.4218,-2.2353
1614,2,-5.3722,-8.088
1615,2,-1.5928,0.91954
1616,2,-8.5742,-1.7384
1617,2,-7.9984,-4.0327
1618,2,-8.0853,-7.6581
1619,2,-8.6961,-2.2485
1620,2,-6.2581,-6.4939
1621,2,0.85201,-1.7043
1622,2,-1.0777,0.10129
1623,2,-8.4293,-0.77337
1624,2,-5.7676,0.82903
1625,2,-8.8499,-1.972
1626,2,0.083053,0.34943
1627,2,-9.105,-0.99321
1628,2,-7.6806,-6.0238
1629,2,1.0976,0.72342
1630,2,-4.9014,1.2208
1631,2,-0.13622,-0.82467
1632,2,-1.276,0.36139
1633,2,-8.2853,-2.2349
1634,2,-7.2382,-8.3223
1635,2,-8.3422,-4.6859
1636,2,0.055251,-2.5814
1637,2,-7.4025,-0.45922
1638,2,-6.4074,-0.95241
1639,2,-4.1237,0.65722
1640,2,-0.22339,-0.61234
1641,2,-9.0968,-3.4668
1642,2,-8.5984,-3.1593
1643,2,-6.1705,1.6139
1644,2,-6.0246,2.4997
1645,2,-8.6337,-1.6822
1646,2,0.38807,-1.8443
1647,2,-1.9439,0.79447
1648,2,-5.6324,0.42299
1649,2,-0.47578,0.44218
1650,2,-6.9584,-7.5022
1651,2,-9.2836,-6.727
1652,2,-6.052,-6.7919
1653,2,-7.2264,-6.555
1654,2,-5.6164,0.13444
1655,2,-4.3662,-0.49044
1656,2,0.0025688,-1.3026
1657,2,-8.1909,-6.5935
1658,2,-5.2125,1.7684
1659,2,-2.4956,2.164
1660,2,-9.4281,-4.0939
1661,2,-0.93686,2.6437
1662,2,0.66217,-0.11343
1663,2,-6.5455,-8.5119
1664,2,-7.8472,-6.6518
1665,2,-7.2672,-6.7469
1666,2,-1.4572,1.0705
1667,2,-2.062,1.7843
1668,2,-8.5814,-6.0093
1669,2,-8.2878,-5.0913
1670,2,-3.5709,1.5387
1671,2,-4.5816,1.515
1672,2,-6.3663,1.1602
1673,2,-6.4829,0.37683
1674,2,0.9697,-1.1563
1675,2,-5.2209,-8.3207
1676,2,-7.9347,-4.3982
1677,2,-7.8302,-3.021
1678,2,-5.6939,-8.1025
1679,2,-1.6018,-1.177
1680,2,-8.209,-1.0329
1681,2,-6.3838,-1.7614
1682,2,-1.4026,1.4966
1683,2,-9.5847,-2.8739
1684,2,-5.0144,0.45097
1685,2,-7.8975,-3.5705
1686,2,-9.1771,-3.3341
1687,2,-4.2042,-0.40815
1688,2,-8.2617,-6.7398
1689,2,-7.4246,-4.4804
1690,2,-6.9305,-8.2997
1691,2,-9.2309,-2.3878
1692,2,-4.671,1.6082
1693,2,-0.90404,0.59434
1694,2,-6.3135,-9.3374
1695,2,-6.8537,-5.4255
1696,2,-8.6333,-3.5552
1697,2,-1.5061,0.85644
1698,2,-3.2294,0.64346
1699,2,-7.0894,-7.1935
1700,2,-7.7331,-5.2525
1701,2,-8.1038,-7.7493
1702,2,-3.6952,1.3372
1703,2,-8.8873,-6.7217
1704,2,-8.1599,-6.3902
1705,2,-7.1461,-6.9244
1706,2,1.0661,-1.4244
1707,2,-2.9782,0.68271
1708,2,-8.6504,-6.8906
1709,2,-7.7375,-7.8798
1710,2,-1.9318,1.4716
1711,2,-3.5875,1.1842
1712,2,0.53354,-1.5852
1713,2,-7.5518,-0.87297
1714,2,-6.823,0.040934
1715,2,-2.5647,0.43163
1716,2,-1.3312,0.66057
1717,2,-1.0239,-0.064114
1718,2,0.8442,-1.5366
1719,2,-2.5801,0.58642
1720,2,-9.2041,-2.5692
1721,2,-8.5973,-1.7859
1722,2,-6.0405,-8.3667
1723,2,-8.6294,-3.0211
1724,2,-6.2683,0.2341
1725,2,-5.5742,2.006
1726,2,1.8595,-1.9328
1727,2,-2.3526,1.3964
1728,2,-6.3879,0.59536
1729,2,-4.9736,1.4552
1730,2,-1.0761,0.68414
1731,2,1.2305,-1.0913
1732,2,0.77501,-2.0136
1733,2,-8.849,-5.4097
1734,2,-3.5924,1.2275
1735,2,-9.8081,-3.5433
1736,2,-6.087,0.32142
1737,2,-2.6933,2.1762
1738,2,-3.7833,2.0975
1739,2,-3.4629,1.4968
1740,2,0.92834,-0.42123
1741,2,-8.6764,-5.7963
1742,2,-2.9947,0.60965
1743,2,-0.80723,-0.72668
1744,2,-3.8963,1.3734
1745,2,-7.3521,-5.7855
1746,2,-0.64629,0.41853
1747,2,-3.3163,1.5277
1748,2,-7.766,-1.2496
1749,2,-7.3699,-1.0074
1750,2,-8.4627,-5.5869
1751,2,0.5674,-1.5431
1752,2,-7.8982,-7.7933
1753,2,-7.0193,-6.2992
1754,2,-7.9481,-4.5334
1755,2,-0.83865,-0.10833
1756,2,-2.2123,-1.1283
1757,2,-3.4827,1.5188
1758,2,-4.1929,0.32764
1759,2,-9.2216,-2.8785
1760,2,-8.4599,-5.8593
1761,2,-8.2092,-4.3143
1762,2,-8.8824,-3.8376
1763,2,-6.2484,0.27744
1764,2,-5.8265,0.47714
1765,2,-8.2756,-1.3268
1766,2,-7.3808,-1.9993
1767,2,1.159,-2.3781
1768,2,-7.9779,-7.4005
1769,2,-5.6933,-0.18952
1770,2,-1.47,0.4106
1771,2,-3.8778,1.5661
1772,2,-6.949,-0.88426
1773,2,-8.1964,-3.4868
1774,2,-9.3745,-5.4686
1775,2,-9.0069,-2.9861
1776,2,-9.3666,-2.6534
1777,2,-8.2781,-0.85709
1778,2,-3.4256,1.4907
1779,2,-9.6429,-5.3487
1780,2,-7.5213,0.52257
1781,2,-9.1898,0.59314
1782,2,-0.97197,0.43762
1783,2,-8.4673,-6.0256
1784,2,-1.023,0.17753
1785,2,-8.5806,-5.2071
1786,2,0.62265,-0.60894
1787,2,-8.5781,-5.222
1788,2,-5.0341,0.91316
1789,2,-6.2003,0.58403
1790,2,0.053543,-1.682
1791,2,-2.5807,1.2698
1792,2,-8.2374,-3.7401
1793,2,-6.1655,-7.3628
1794,2,-9.9435,-3.3776
1795,2,-0.52784,1.4248
1796,2,-4.2537,1.3591
1797,2,-7.1989,-6.6719
1798,2,-2.2246,-1.155
1799,2,-8.2113,-5.4963
1800,2,-7.9433,-0.073349
